inchikey,n1_frag,n3_frag,c4_frag,c5_frag,smiles_cation,smiles_neutral
JGRQAJHCODGGKK-UHFFFAOYSA-N,Et,Ethynyl,NO2,NH2,C#Cn1c[n+](CC)c(N)c1[N+](=O)[O-],C#CN1[C]N(CC)C(N)=C1[N+](=O)[O-]
JGVDLXACBNMJEQ-UHFFFAOYSA-N,Me,tBu,CN,H,C[n+]1cc(C#N)n(C(C)(C)C)c1,CN1[C]N(C(C)(C)C)C(C#N)=C1
JGYBXFZEGPBPRZ-UHFFFAOYSA-N,Me,Allyl,F,H,C=CCn1c[n+](C)cc1F,C=CCN1[C]N(C)C=C1F
JHHXYXNYBPTLIV-UHFFFAOYSA-N,nBu,Ethynyl,NH2,H,C#Cn1c[n+](CCCC)cc1N,C#CN1[C]N(CCCC)C=C1N
JHVCUGXKNHXZAP-UHFFFAOYSA-N,Et,Vinyl,F,Me,C=Cn1c[n+](CC)c(C)c1F,C=CN1[C]N(CC)C(C)=C1F
JHXHPPJYNHUSTP-UHFFFAOYSA-N,nBu,Propargyl,OMe,OMe,C#CCn1c[n+](CCCC)c(OC)c1OC,C#CCN1[C]N(CCCC)C(OC)=C1OC
JIDOMGGCFQQTLH-UHFFFAOYSA-N,Et,tBu,OMe,H,CC[n+]1cc(OC)n(C(C)(C)C)c1,CCN1[C]N(C(C)(C)C)C(OC)=C1
JIEHVLIQDXISSY-UHFFFAOYSA-N,nBu,Allyl,NH2,F,C=CCn1c[n+](CCCC)c(F)c1N,C=CCN1[C]N(CCCC)C(F)=C1N
JIJDPBYBDYQCON-UHFFFAOYSA-N,Et,Vinyl,CF3,F,C=Cn1c[n+](CC)c(F)c1C(F)(F)F,C=CN1[C]N(CC)C(F)=C1C(F)(F)F
JIKFGSJOJDOQOL-UHFFFAOYSA-N,Me,Ethynyl,H,Me,C#Cn1cc(C)[n+](C)c1,C#CN1[C]N(C)C(C)=C1
JIOMCACGHMSVEI-UHFFFAOYSA-N,Et,Et,H,F,CCn1cc(F)[n+](CC)c1,CCN1[C]N(CC)C(F)=C1
JJFUBJMFQXUAHW-UHFFFAOYSA-N,tBu,Ethynyl,NO2,NH2,C#Cn1c[n+](C(C)(C)C)c(N)c1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C(N)=C1[N+](=O)[O-]
JJKJWRGLZMEOOU-UHFFFAOYSA-N,Vinyl,Ethynyl,NH2,Me,C#Cn1c[n+](C=C)c(C)c1N,C#CN1[C]N(C=C)C(C)=C1N
JKCQIPDELJNCOK-UHFFFAOYSA-N,nBu,Ethynyl,CN,NH2,C#Cn1c[n+](CCCC)c(N)c1C#N,C#CN1[C]N(CCCC)C(N)=C1C#N
JLAMXGWRGYXIKL-UHFFFAOYSA-N,nBu,tBu,CF3,H,CCCC[n+]1cc(C(F)(F)F)n(C(C)(C)C)c1,CCCCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1
JLBFSFXAEUEYSS-UHFFFAOYSA-N,tBu,Vinyl,H,OMe,C=Cn1cc(OC)[n+](C(C)(C)C)c1,C=CN1[C]N(C(C)(C)C)C(OC)=C1
JMERNTKSRMIHBT-UHFFFAOYSA-N,tBu,Ethynyl,CF3,Me,C#Cn1c[n+](C(C)(C)C)c(C)c1C(F)(F)F,C#CN1[C]N(C(C)(C)C)C(C)=C1C(F)(F)F
JMLYMOKKGQZMMS-UHFFFAOYSA-N,tBu,Ethynyl,F,H,C#Cn1c[n+](C(C)(C)C)cc1F,C#CN1[C]N(C(C)(C)C)C=C1F
JMNVIZUZOUAJBD-UHFFFAOYSA-N,Et,tBu,F,NO2,CC[n+]1cn(C(C)(C)C)c(F)c1[N+](=O)[O-],CCN1[C]N(C(C)(C)C)C(F)=C1[N+](=O)[O-]
JMROPCZRPOCMBT-UHFFFAOYSA-N,tBu,Allyl,CN,Me,C=CCn1c[n+](C(C)(C)C)c(C)c1C#N,C=CCN1[C]N(C(C)(C)C)C(C)=C1C#N
JNAGDOVYRJWIGZ-UHFFFAOYSA-N,nBu,tBu,F,CN,CCCC[n+]1cn(C(C)(C)C)c(F)c1C#N,CCCCN1[C]N(C(C)(C)C)C(F)=C1C#N
JNEHMXHBLYNNAK-UHFFFAOYSA-N,Me,iPr,F,Me,Cc1c(F)n(C(C)C)c[n+]1C,CC1=C(F)N(C(C)C)[C]N1C
JNKPRWRFDPKLQP-UHFFFAOYSA-N,Vinyl,Ethynyl,CN,NO2,C#Cn1c[n+](C=C)c([N+](=O)[O-])c1C#N,C#CN1[C]N(C=C)C([N+](=O)[O-])=C1C#N
JNMWQRLSXUIEKZ-UHFFFAOYSA-N,nBu,Ph,CF3,NO2,CCCC[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1[N+](=O)[O-],CCCCN1[C]N(c2ccccc2)C(C(F)(F)F)=C1[N+](=O)[O-]
JNPBTAOLMKVUKW-UHFFFAOYSA-N,Et,iPr,CN,OMe,CC[n+]1cn(C(C)C)c(C#N)c1OC,CCN1[C]N(C(C)C)C(C#N)=C1OC
JODLRVPWGJMYCI-UHFFFAOYSA-N,Et,iPr,NH2,CN,CC[n+]1cn(C(C)C)c(N)c1C#N,CCN1[C]N(C(C)C)C(N)=C1C#N
JOLQPIOHEWLLPS-UHFFFAOYSA-N,Vinyl,Ethynyl,CN,NH2,C#Cn1c[n+](C=C)c(N)c1C#N,C#CN1[C]N(C=C)C(N)=C1C#N
JPFSBCMKAKAXHQ-UHFFFAOYSA-N,nBu,tBu,CN,CN,CCCC[n+]1cn(C(C)(C)C)c(C#N)c1C#N,CCCCN1[C]N(C(C)(C)C)C(C#N)=C1C#N
JPHOLSQLOVNPHQ-UHFFFAOYSA-N,Et,Allyl,CN,CN,C=CCn1c[n+](CC)c(C#N)c1C#N,C=CCN1[C]N(CC)C(C#N)=C1C#N
JPJNFACWEKSQET-UHFFFAOYSA-N,tBu,Allyl,CN,NH2,C=CCn1c[n+](C(C)(C)C)c(N)c1C#N,C=CCN1[C]N(C(C)(C)C)C(N)=C1C#N
JPPLYFMDJLJVKH-UHFFFAOYSA-N,Vinyl,Ph,F,OMe,C=C[n+]1cn(-c2ccccc2)c(F)c1OC,C=CN1[C]N(c2ccccc2)C(F)=C1OC
JRECJLKEABOYBT-UHFFFAOYSA-N,Me,tBu,H,CF3,C[n+]1cn(C(C)(C)C)cc1C(F)(F)F,CN1[C]N(C(C)(C)C)C=C1C(F)(F)F
JSAVRYHMCQXBNC-UHFFFAOYSA-N,Et,iPr,NO2,NH2,CC[n+]1cn(C(C)C)c([N+](=O)[O-])c1N,CCN1[C]N(C(C)C)C([N+](=O)[O-])=C1N
JSBKQGALUVXALX-UHFFFAOYSA-N,Vinyl,Ethynyl,OMe,OMe,C#Cn1c[n+](C=C)c(OC)c1OC,C#CN1[C]N(C=C)C(OC)=C1OC
JSBVTEJTGCCMIM-UHFFFAOYSA-N,tBu,Allyl,CF3,CN,C=CCn1c[n+](C(C)(C)C)c(C#N)c1C(F)(F)F,C=CCN1[C]N(C(C)(C)C)C(C#N)=C1C(F)(F)F
JSEQONOBXWIDJQ-UHFFFAOYSA-N,Me,Propargyl,CF3,NO2,C#CCn1c[n+](C)c([N+](=O)[O-])c1C(F)(F)F,C#CCN1[C]N(C)C([N+](=O)[O-])=C1C(F)(F)F
JSJNYHRKSCOACF-UHFFFAOYSA-N,Ethynyl,Propargyl,NO2,CF3,C#CCn1c[n+](C#C)c(C(F)(F)F)c1[N+](=O)[O-],C#CCN1[C]N(C#C)C(C(F)(F)F)=C1[N+](=O)[O-]
JSOINBYCPTZWGE-UHFFFAOYSA-N,nBu,tBu,NH2,NH2,CCCC[n+]1cn(C(C)(C)C)c(N)c1N,CCCCN1[C]N(C(C)(C)C)C(N)=C1N
JSXVRLSSWQDQFG-UHFFFAOYSA-N,tBu,Ph,CF3,NH2,CC(C)(C)[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1N,CC(C)(C)N1[C]N(c2ccccc2)C(C(F)(F)F)=C1N
JTNUHKQMMQUCAX-UHFFFAOYSA-N,nBu,Propargyl,OMe,CF3,C#CCn1c[n+](CCCC)c(C(F)(F)F)c1OC,C#CCN1[C]N(CCCC)C(C(F)(F)F)=C1OC
JTZJTVLHNMUHHF-UHFFFAOYSA-N,nBu,Allyl,CN,CN,C=CCn1c[n+](CCCC)c(C#N)c1C#N,C=CCN1[C]N(CCCC)C(C#N)=C1C#N
JUMFOSQGNLCNEJ-UHFFFAOYSA-N,nBu,tBu,OMe,CF3,CCCC[n+]1cn(C(C)(C)C)c(OC)c1C(F)(F)F,CCCCN1[C]N(C(C)(C)C)C(OC)=C1C(F)(F)F
JUZXDJPXDHPFSX-UHFFFAOYSA-N,Vinyl,Ethynyl,F,NO2,C#Cn1c[n+](C=C)c([N+](=O)[O-])c1F,C#CN1[C]N(C=C)C([N+](=O)[O-])=C1F
JVCSWBUKXUADCH-UHFFFAOYSA-N,Vinyl,Ethynyl,CF3,NH2,C#Cn1c[n+](C=C)c(N)c1C(F)(F)F,C#CN1[C]N(C=C)C(N)=C1C(F)(F)F
JVFVCUNTCAIDFL-UHFFFAOYSA-N,tBu,Ethynyl,H,F,C#Cn1cc(F)[n+](C(C)(C)C)c1,C#CN1[C]N(C(C)(C)C)C(F)=C1
JVTVLUBWKGNNRU-UHFFFAOYSA-N,Ethynyl,Ethynyl,NO2,CF3,C#Cn1c[n+](C#C)c(C(F)(F)F)c1[N+](=O)[O-],C#CN1[C]N(C#C)C(C(F)(F)F)=C1[N+](=O)[O-]
JVVJXIDPHQUZJF-UHFFFAOYSA-N,tBu,Ethynyl,NH2,CN,C#Cn1c[n+](C(C)(C)C)c(C#N)c1N,C#CN1[C]N(C(C)(C)C)C(C#N)=C1N
JWAMINXTVIWVKT-UHFFFAOYSA-N,nBu,iPr,H,Me,CCCC[n+]1cn(C(C)C)cc1C,CCCCN1[C]N(C(C)C)C=C1C
JWCBBKGRURSFNP-UHFFFAOYSA-N,Me,Et,NH2,F,CCn1c[n+](C)c(F)c1N,CCN1[C]N(C)C(F)=C1N
JWENJPJUYWROBQ-UHFFFAOYSA-N,Me,Ph,NO2,OMe,COc1c([N+](=O)[O-])n(-c2ccccc2)c[n+]1C,COC1=C([N+](=O)[O-])N(c2ccccc2)[C]N1C
JWKLEOHOQWGLMC-UHFFFAOYSA-N,tBu,Allyl,H,F,C=CCn1cc(F)[n+](C(C)(C)C)c1,C=CCN1[C]N(C(C)(C)C)C(F)=C1
JWXVIMOHHHPNFE-UHFFFAOYSA-N,Ethynyl,Propargyl,H,F,C#CCn1cc(F)[n+](C#C)c1,C#CCN1[C]N(C#C)C(F)=C1
JWXYUKRXUZQOMI-UHFFFAOYSA-N,nBu,Allyl,NO2,CF3,C=CCn1c[n+](CCCC)c(C(F)(F)F)c1[N+](=O)[O-],C=CCN1[C]N(CCCC)C(C(F)(F)F)=C1[N+](=O)[O-]
JXJKIQKELXCUPO-UHFFFAOYSA-N,Vinyl,Propargyl,NO2,H,C#CCn1c[n+](C=C)cc1[N+](=O)[O-],C#CCN1[C]N(C=C)C=C1[N+](=O)[O-]
JXNZTKDLQLDZBS-UHFFFAOYSA-N,Et,iPr,OMe,NH2,CC[n+]1cn(C(C)C)c(OC)c1N,CCN1[C]N(C(C)C)C(OC)=C1N
JXVJWFOARGUMAD-UHFFFAOYSA-N,Et,Ethynyl,H,Me,C#Cn1cc(C)[n+](CC)c1,C#CN1[C]N(CC)C(C)=C1
JYISYYNTNDWRCU-UHFFFAOYSA-N,nBu,iPr,NH2,OMe,CCCC[n+]1cn(C(C)C)c(N)c1OC,CCCCN1[C]N(C(C)C)C(N)=C1OC
JYJKNGUYBQWPAM-UHFFFAOYSA-N,Vinyl,Ph,CN,CN,C=C[n+]1cn(-c2ccccc2)c(C#N)c1C#N,C=CN1[C]N(c2ccccc2)C(C#N)=C1C#N
JYPBBPKRMIPNNC-UHFFFAOYSA-N,Et,iPr,NO2,F,CC[n+]1cn(C(C)C)c([N+](=O)[O-])c1F,CCN1[C]N(C(C)C)C([N+](=O)[O-])=C1F
JYSGNXHDJHOCPO-UHFFFAOYSA-N,nBu,Ph,NH2,CF3,CCCC[n+]1cn(-c2ccccc2)c(N)c1C(F)(F)F,CCCCN1[C]N(c2ccccc2)C(N)=C1C(F)(F)F
JYTNBAYICKASNT-UHFFFAOYSA-N,nBu,Ethynyl,NH2,OMe,C#Cn1c[n+](CCCC)c(OC)c1N,C#CN1[C]N(CCCC)C(OC)=C1N
JZUIBVXQIHRROI-UHFFFAOYSA-N,Me,Et,CN,OMe,CCn1c[n+](C)c(OC)c1C#N,CCN1[C]N(C)C(OC)=C1C#N
JZZKDFHIDXGOFU-UHFFFAOYSA-N,nBu,Propargyl,CF3,CN,C#CCn1c[n+](CCCC)c(C#N)c1C(F)(F)F,C#CCN1[C]N(CCCC)C(C#N)=C1C(F)(F)F
KABOFOITQFFSDM-UHFFFAOYSA-N,Et,iPr,CN,NO2,CC[n+]1cn(C(C)C)c(C#N)c1[N+](=O)[O-],CCN1[C]N(C(C)C)C(C#N)=C1[N+](=O)[O-]
KBQYKQPGPAELRU-UHFFFAOYSA-N,Et,Allyl,H,NO2,C=CCn1cc([N+](=O)[O-])[n+](CC)c1,C=CCN1[C]N(CC)C([N+](=O)[O-])=C1
KCUVPMRRMTXKMA-UHFFFAOYSA-N,nBu,Ph,CF3,F,CCCC[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1F,CCCCN1[C]N(c2ccccc2)C(C(F)(F)F)=C1F
KCXLRUYCEUKAPF-UHFFFAOYSA-N,Et,tBu,F,CF3,CC[n+]1cn(C(C)(C)C)c(F)c1C(F)(F)F,CCN1[C]N(C(C)(C)C)C(F)=C1C(F)(F)F
KDKAZMZMWZXIBF-UHFFFAOYSA-N,Me,Vinyl,CF3,CF3,C=Cn1c[n+](C)c(C(F)(F)F)c1C(F)(F)F,C=CN1[C]N(C)C(C(F)(F)F)=C1C(F)(F)F
KDNRPQMRZOVXBF-UHFFFAOYSA-N,Et,Ethynyl,H,F,C#Cn1cc(F)[n+](CC)c1,C#CN1[C]N(CC)C(F)=C1
KDUGZPVTQMWPOX-UHFFFAOYSA-N,Me,Propargyl,CN,F,C#CCn1c[n+](C)c(F)c1C#N,C#CCN1[C]N(C)C(F)=C1C#N
KEEZXKUBTBWNKX-UHFFFAOYSA-N,Vinyl,Propargyl,NO2,NO2,C#CCn1c[n+](C=C)c([N+](=O)[O-])c1[N+](=O)[O-],C#CCN1[C]N(C=C)C([N+](=O)[O-])=C1[N+](=O)[O-]
KEGLJXPRUBHKNU-UHFFFAOYSA-N,Vinyl,Ethynyl,NH2,CF3,C#Cn1c[n+](C=C)c(C(F)(F)F)c1N,C#CN1[C]N(C=C)C(C(F)(F)F)=C1N
KEKDPXNAPHITKP-UHFFFAOYSA-N,Ethynyl,Propargyl,H,NH2,C#CCn1cc(N)[n+](C#C)c1,C#CCN1[C]N(C#C)C(N)=C1
KENPJCLYNDZTQZ-UHFFFAOYSA-N,Et,Ethynyl,NO2,CN,C#Cn1c[n+](CC)c(C#N)c1[N+](=O)[O-],C#CN1[C]N(CC)C(C#N)=C1[N+](=O)[O-]
KEQVUXHZHOPHDF-UHFFFAOYSA-N,Et,Ph,NH2,CF3,CC[n+]1cn(-c2ccccc2)c(N)c1C(F)(F)F,CCN1[C]N(c2ccccc2)C(N)=C1C(F)(F)F
KFCXPLDDOAHCPE-UHFFFAOYSA-N,Me,iPr,H,NO2,CC(C)n1cc([N+](=O)[O-])[n+](C)c1,CC(C)N1[C]N(C)C([N+](=O)[O-])=C1
KFJJHLIVKMOWMN-UHFFFAOYSA-N,Et,Ethynyl,CN,CF3,C#Cn1c[n+](CC)c(C(F)(F)F)c1C#N,C#CN1[C]N(CC)C(C(F)(F)F)=C1C#N
KFQJKMSJNCAGGP-UHFFFAOYSA-N,Me,Ph,OMe,NO2,COc1c([N+](=O)[O-])[n+](C)cn1-c1ccccc1,COC1=C([N+](=O)[O-])N(C)[C]N1c1ccccc1
KFSYXEHWEAIPIQ-UHFFFAOYSA-N,Me,Allyl,CF3,OMe,C=CCn1c[n+](C)c(OC)c1C(F)(F)F,C=CCN1[C]N(C)C(OC)=C1C(F)(F)F
KFTSFNWUHZXCDK-UHFFFAOYSA-N,Et,Ph,NH2,CN,CC[n+]1cn(-c2ccccc2)c(N)c1C#N,CCN1[C]N(c2ccccc2)C(N)=C1C#N
KFVQBLGLNDNFCW-UHFFFAOYSA-N,Me,Propargyl,CF3,OMe,C#CCn1c[n+](C)c(OC)c1C(F)(F)F,C#CCN1[C]N(C)C(OC)=C1C(F)(F)F
KGKOUFRDCKEOHJ-UHFFFAOYSA-N,Ethynyl,Propargyl,NH2,OMe,C#CCn1c[n+](C#C)c(OC)c1N,C#CCN1[C]N(C#C)C(OC)=C1N
KGWNNBKISKVYED-UHFFFAOYSA-N,tBu,Propargyl,NH2,CN,C#CCn1c[n+](C(C)(C)C)c(C#N)c1N,C#CCN1[C]N(C(C)(C)C)C(C#N)=C1N
KHFUUQMMQDYPMY-UHFFFAOYSA-N,nBu,Propargyl,H,NO2,C#CCn1cc([N+](=O)[O-])[n+](CCCC)c1,C#CCN1[C]N(CCCC)C([N+](=O)[O-])=C1
KHLJFZCLAVWYBA-UHFFFAOYSA-N,Et,iPr,CN,Me,CC[n+]1cn(C(C)C)c(C#N)c1C,CCN1[C]N(C(C)C)C(C#N)=C1C
KHSPVFGJJQROJA-UHFFFAOYSA-N,Me,Ethynyl,F,F,C#Cn1c[n+](C)c(F)c1F,C#CN1[C]N(C)C(F)=C1F
KHUJTXPNFMFTIC-UHFFFAOYSA-N,Me,Me,CF3,NH2,Cn1c[n+](C)c(N)c1C(F)(F)F,CN1[C]N(C)C(C(F)(F)F)=C1N
KIVBYLZTUCFFNG-UHFFFAOYSA-N,nBu,Allyl,NO2,NH2,C=CCn1c[n+](CCCC)c(N)c1[N+](=O)[O-],C=CCN1[C]N(CCCC)C(N)=C1[N+](=O)[O-]
KIWGRJNFRYQKHW-UHFFFAOYSA-N,nBu,iPr,CF3,H,CCCC[n+]1cc(C(F)(F)F)n(C(C)C)c1,CCCCN1[C]N(C(C)C)C(C(F)(F)F)=C1
KJAUUCPQKCYFOW-UHFFFAOYSA-N,Ethynyl,Ph,OMe,NH2,C#C[n+]1cn(-c2ccccc2)c(OC)c1N,C#CN1[C]N(c2ccccc2)C(OC)=C1N
KJBORJMRDBBHEO-UHFFFAOYSA-N,Me,Et,NH2,OMe,CCn1c[n+](C)c(OC)c1N,CCN1[C]N(C)C(OC)=C1N
KJKQLOPMSVZPBM-UHFFFAOYSA-N,tBu,Ethynyl,NO2,CF3,C#Cn1c[n+](C(C)(C)C)c(C(F)(F)F)c1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1[N+](=O)[O-]
KJTMGJPRNWDZMN-UHFFFAOYSA-N,nBu,Vinyl,F,OMe,C=Cn1c[n+](CCCC)c(OC)c1F,C=CN1[C]N(CCCC)C(OC)=C1F
KKMFBBHKDYZOOG-UHFFFAOYSA-N,nBu,Vinyl,CF3,H,C=Cn1c[n+](CCCC)cc1C(F)(F)F,C=CN1[C]N(CCCC)C=C1C(F)(F)F
KKYHJPIAIFYAQC-UHFFFAOYSA-N,Ethynyl,Ph,F,CN,C#C[n+]1cn(-c2ccccc2)c(F)c1C#N,C#CN1[C]N(c2ccccc2)C(F)=C1C#N
KLHBAPBKWDFSRS-UHFFFAOYSA-N,nBu,Allyl,NH2,NH2,C=CCn1c[n+](CCCC)c(N)c1N,C=CCN1[C]N(CCCC)C(N)=C1N
KLHWWIUEYQOPDV-UHFFFAOYSA-N,Et,Ethynyl,CF3,F,C#Cn1c[n+](CC)c(F)c1C(F)(F)F,C#CN1[C]N(CC)C(F)=C1C(F)(F)F
KMGFNMXFGWNLPH-UHFFFAOYSA-N,Me,iPr,NH2,H,CC(C)n1c[n+](C)cc1N,CC(C)N1[C]N(C)C=C1N
KMZWFFURCHWLNG-UHFFFAOYSA-N,Ethynyl,Ph,CN,NH2,C#C[n+]1cn(-c2ccccc2)c(C#N)c1N,C#CN1[C]N(c2ccccc2)C(C#N)=C1N
KNHKKACQCKFXSC-UHFFFAOYSA-N,Me,Propargyl,NO2,OMe,C#CCn1c[n+](C)c(OC)c1[N+](=O)[O-],C#CCN1[C]N(C)C(OC)=C1[N+](=O)[O-]
KNKIYCCTNRYZIX-UHFFFAOYSA-N,Et,tBu,NH2,NH2,CC[n+]1cn(C(C)(C)C)c(N)c1N,CCN1[C]N(C(C)(C)C)C(N)=C1N
KNKXNMQHMLDKMX-UHFFFAOYSA-N,Et,iPr,CF3,CN,CC[n+]1cn(C(C)C)c(C(F)(F)F)c1C#N,CCN1[C]N(C(C)C)C(C(F)(F)F)=C1C#N
KNTCEKHMYSXYJP-UHFFFAOYSA-N,Ethynyl,Ph,OMe,NO2,C#C[n+]1cn(-c2ccccc2)c(OC)c1[N+](=O)[O-],C#CN1[C]N(c2ccccc2)C(OC)=C1[N+](=O)[O-]
KNTYRJWFGFNIJY-UHFFFAOYSA-N,Et,Allyl,H,CF3,C=CCn1cc(C(F)(F)F)[n+](CC)c1,C=CCN1[C]N(CC)C(C(F)(F)F)=C1
KOEZEKBPQYVPON-UHFFFAOYSA-N,Et,Ethynyl,F,CN,C#Cn1c[n+](CC)c(C#N)c1F,C#CN1[C]N(CC)C(C#N)=C1F
KPCIUTASHOTKNA-UHFFFAOYSA-N,Et,tBu,NH2,CN,CC[n+]1cn(C(C)(C)C)c(N)c1C#N,CCN1[C]N(C(C)(C)C)C(N)=C1C#N
KPCULZSSZHLZAS-UHFFFAOYSA-N,Et,Vinyl,H,OMe,C=Cn1cc(OC)[n+](CC)c1,C=CN1[C]N(CC)C(OC)=C1
KPOLXZWBUMRBEB-UHFFFAOYSA-N,tBu,Ph,OMe,H,COc1c[n+](C(C)(C)C)cn1-c1ccccc1,COC1=CN(C(C)(C)C)[C]N1c1ccccc1
KPPYVNIAMDAESZ-UHFFFAOYSA-N,tBu,tBu,CF3,CF3,CC(C)(C)n1c[n+](C(C)(C)C)c(C(F)(F)F)c1C(F)(F)F,CC(C)(C)N1[C]N(C(C)(C)C)C(C(F)(F)F)=C1C(F)(F)F
KQCUHSKGQSHPHN-UHFFFAOYSA-N,Et,iPr,H,OMe,CC[n+]1cn(C(C)C)cc1OC,CCN1[C]N(C(C)C)C=C1OC
KQGKQLUVALPKDG-UHFFFAOYSA-N,Et,Vinyl,NH2,F,C=Cn1c[n+](CC)c(F)c1N,C=CN1[C]N(CC)C(F)=C1N
KQLDBBDQTYPHEN-UHFFFAOYSA-N,Vinyl,Ethynyl,H,NH2,C#Cn1cc(N)[n+](C=C)c1,C#CN1[C]N(C=C)C(N)=C1
KQRVZXZGNALYDD-UHFFFAOYSA-N,Ethynyl,Ph,NH2,CF3,C#C[n+]1cn(-c2ccccc2)c(N)c1C(F)(F)F,C#CN1[C]N(c2ccccc2)C(N)=C1C(F)(F)F
KRAPLPHERXLGDI-UHFFFAOYSA-N,Me,Allyl,H,CN,C=CCn1cc(C#N)[n+](C)c1,C=CCN1[C]N(C)C(C#N)=C1
KRHVFXOUKBZCET-UHFFFAOYSA-N,Et,tBu,OMe,NO2,CC[n+]1cn(C(C)(C)C)c(OC)c1[N+](=O)[O-],CCN1[C]N(C(C)(C)C)C(OC)=C1[N+](=O)[O-]
KRNPZMJHMQCGFK-UHFFFAOYSA-N,Et,iPr,F,H,CC[n+]1cc(F)n(C(C)C)c1,CCN1[C]N(C(C)C)C(F)=C1
KRQHJEGUWIMTFR-UHFFFAOYSA-N,Me,Vinyl,H,NO2,C=Cn1cc([N+](=O)[O-])[n+](C)c1,C=CN1[C]N(C)C([N+](=O)[O-])=C1
KRYWAQSXYQJTOM-UHFFFAOYSA-N,nBu,Ethynyl,CF3,F,C#Cn1c[n+](CCCC)c(F)c1C(F)(F)F,C#CN1[C]N(CCCC)C(F)=C1C(F)(F)F
KSOWPCUTFNAQDU-UHFFFAOYSA-N,Et,Et,H,CN,CCn1cc(C#N)[n+](CC)c1,CCN1[C]N(CC)C(C#N)=C1
KSPQISQPUIALKY-UHFFFAOYSA-N,Ethynyl,Propargyl,F,CN,C#CCn1c[n+](C#C)c(C#N)c1F,C#CCN1[C]N(C#C)C(C#N)=C1F
KSRCVMBIOYURHX-UHFFFAOYSA-N,nBu,Ethynyl,H,H,C#Cn1cc[n+](CCCC)c1,C#CN1[C]N(CCCC)C=C1
KSXAXGHAXUTWTP-UHFFFAOYSA-N,Ethynyl,Propargyl,NO2,OMe,C#CCn1c[n+](C#C)c(OC)c1[N+](=O)[O-],C#CCN1[C]N(C#C)C(OC)=C1[N+](=O)[O-]
KTIKRVUOTPKDSR-UHFFFAOYSA-N,Et,Propargyl,OMe,Me,C#CCn1c[n+](CC)c(C)c1OC,C#CCN1[C]N(CC)C(C)=C1OC
KTUUQTXWKUFDAD-UHFFFAOYSA-N,Me,Ethynyl,NO2,Me,C#Cn1c[n+](C)c(C)c1[N+](=O)[O-],C#CN1[C]N(C)C(C)=C1[N+](=O)[O-]
KUCCYCBAAWQVTH-UHFFFAOYSA-N,Me,Vinyl,OMe,CF3,C=Cn1c[n+](C)c(C(F)(F)F)c1OC,C=CN1[C]N(C)C(C(F)(F)F)=C1OC
KUPKOCXYLAJTOD-UHFFFAOYSA-N,Me,tBu,NH2,OMe,COc1c(N)n(C(C)(C)C)c[n+]1C,COC1=C(N)N(C(C)(C)C)[C]N1C
KUQKJVRQJCVYQW-UHFFFAOYSA-N,Vinyl,Propargyl,H,H,C#CCn1cc[n+](C=C)c1,C#CCN1[C]N(C=C)C=C1
KUSXNJIWWJIMKR-UHFFFAOYSA-N,Et,Propargyl,NH2,Me,C#CCn1c[n+](CC)c(C)c1N,C#CCN1[C]N(CC)C(C)=C1N
KVOBHSBENDWECR-UHFFFAOYSA-N,Et,iPr,H,CF3,CC[n+]1cn(C(C)C)cc1C(F)(F)F,CCN1[C]N(C(C)C)C=C1C(F)(F)F
KVUNFORGQCPXAN-UHFFFAOYSA-N,nBu,Propargyl,CF3,CF3,C#CCn1c[n+](CCCC)c(C(F)(F)F)c1C(F)(F)F,C#CCN1[C]N(CCCC)C(C(F)(F)F)=C1C(F)(F)F
KWIVUCLLCJRACK-UHFFFAOYSA-N,Vinyl,Allyl,CF3,OMe,C=CCn1c[n+](C=C)c(OC)c1C(F)(F)F,C=CCN1[C]N(C=C)C(OC)=C1C(F)(F)F
KWJVHIRQWGLFOQ-UHFFFAOYSA-N,nBu,Ph,F,Me,CCCC[n+]1cn(-c2ccccc2)c(F)c1C,CCCCN1[C]N(c2ccccc2)C(F)=C1C
KXJCPYGJAAAJDD-UHFFFAOYSA-N,tBu,Ph,NH2,OMe,COc1c(N)n(-c2ccccc2)c[n+]1C(C)(C)C,COC1=C(N)N(c2ccccc2)[C]N1C(C)(C)C
KXKLDJPGRIVXQG-UHFFFAOYSA-N,nBu,Propargyl,CN,H,C#CCn1c[n+](CCCC)cc1C#N,C#CCN1[C]N(CCCC)C=C1C#N
KXNHDMZPFHDWEG-UHFFFAOYSA-N,nBu,Allyl,CN,CF3,C=CCn1c[n+](CCCC)c(C(F)(F)F)c1C#N,C=CCN1[C]N(CCCC)C(C(F)(F)F)=C1C#N
KXUXTSSXAPOKJN-UHFFFAOYSA-N,Ethynyl,Ethynyl,NH2,NH2,C#Cn1c[n+](C#C)c(N)c1N,C#CN1[C]N(C#C)C(N)=C1N
KXYZHLJUPVVWHS-UHFFFAOYSA-N,Vinyl,Ethynyl,H,CN,C#Cn1cc(C#N)[n+](C=C)c1,C#CN1[C]N(C=C)C(C#N)=C1
